rl,E_relaxed
2.89856650826,-12599.0698158556
4.3560183127,3856618.68343346
3.65372403435,-12307.6728817029
3.76953635983,-11395.0220524965
3.18220575212,-8102.16761460911
4.19466249307,-11234.8300878587
3.17519567314,-15527.5672441798
4.72619233365,-11117.8709060862
4.16400642842,-10441.4760137273
3.79439226266,-10834.5267303068
3.04549786931,-9856.45719948227
2.84325806933,-10782.4880885497
3.43105776027,-10776.7251732733
4.43720832385,-9448.67891746951
2.80153332561,-14238.2288898841
3.16241158394,-13943.4033297096
4.78124837145,-8507.34224188266
2.83782228554,-12509.681218848
3.67571675912,-13904.4614592858
3.52169113689,-14906.2884241407
4.617097713,-14027.9641377713
4.4150045064,-11762.4902407699
2.57992117113,-11028.8521565848
3.67088321621,-10326.9843691583
3.2012675671,-12670.9301868347
5.27345559033,-15703.4777759557
4.70534009353,-10756.6507591368
3.11975448071,-12664.3922044943
3.85785519453,-17712.0326363656
7.98568127431,-13690.8878732176
4.85797716627,-9966.13621984412
3.95481142633,-12933.4089156467
4.26230328494,-8514.66544456763
4.28428382754,-6959.58709048158
4.94351964434,-9383.4081205782
7.74210170735,-13207.549755262
4.30832536605,-10017.1710550873
3.2750100382,-5768.22514294494
4.25638904448,-11038.8406622609
3.49684036782,-9837.88444726507
5.42283541395,4907333439375.4
8.1640108776,-10507.1888260025
3.81374005274,-9331.64933872531
6.5427354211,-14424.2374714873
2.85745793083,-14815.2857826625
3.13687138879,-14134.772014113
3.54878885258,-10328.5206921267
6.325257752,-9134.09404665805
3.28579190915,-14138.1485477082
5.52179462009,-10704.6046787166
7.51368682887,-9177.87067692787
3.16727482831,-11557.7992815927
8.82373393674,-12986.0763839373
4.03203336773,-13290.2771789351
7.88847274027,-11520.0517051638
7.45301053007,-12720.8664746086
3.56317484331,-7241.98528900679
3.40756828691,-8957.47136237079
3.83753253954,-12005.3231976207
5.77719018432,-12583.3392418456
7.80132254942,-15986.3672726985
8.12690704935,-10611.8176653002
3.06554050696,-6139.37315556069
4.20598818458,-13654.7290035368
4.92770948452,-9375.04905673488
8.24806952175,-11616.5788226961
4.38124739854,-11217.3695793983
7.57282430886,-8549.03898050894
3.95108110666,-10775.529789513
4.18368804558,-12158.5960179449
5.1321285532,-12597.6245228717
3.68535345679,-15774.3541625109
3.87292621839,-13185.7879007371
4.09289414976,-12458.2058125641
4.15870991652,-13900.948681261
8.42736536986,-13405.5073867818
8.43274359123,-9600.47936220696
